crudeoil,cases,vaccines,holidays,crudeoil_one,cases_one,vaccines_one,holidays_one,crudeoil_two,cases_two,vaccines_two,holidays_two,crudeoil_three,cases_three,vaccines_three,holidays_three,crudeoil_four,cases_four,vaccines_four,holidays_four,crudeoil_five,cases_five,vaccines_five,holidays_five
66.0500,33222609.0000,1307280.0000,0,63.5800,33164120.0000,2040770.0000,0,62.0500,33135569.0000,2000772.0000,0,63.3600,33105725.0000,2071188.0000,0,65.4900,33076218.0000,2057156.0000,0,66.2700,33048421.0000,1807879.0000,0
66.0700,33245699.0000,1422876.0000,0,66.0500,33222609.0000,1307280.0000,0,63.5800,33164120.0000,2040770.0000,0,62.0500,33135569.0000,2000772.0000,0,63.3600,33105725.0000,2071188.0000,0,65.4900,33076218.0000,2057156.0000,0
66.2100,33270232.0000,1418393.0000,0,66.0700,33245699.0000,1422876.0000,0,66.0500,33222609.0000,1307280.0000,0,63.5800,33164120.0000,2040770.0000,0,62.0500,33135569.0000,2000772.0000,0,63.3600,33105725.0000,2071188.0000,0
66.8500,33297381.0000,1331957.0000,0,66.2100,33270232.0000,1418393.0000,0,66.0700,33245699.0000,1422876.0000,0,66.0500,33222609.0000,1307280.0000,0,63.5800,33164120.0000,2040770.0000,0,62.0500,33135569.0000,2000772.0000,0
66.3200,33319304.0000,1312765.0000,0,66.8500,33297381.0000,1331957.0000,0,66.2100,33270232.0000,1418393.0000,0,66.0700,33245699.0000,1422876.0000,0,66.0500,33222609.0000,1307280.0000,0,63.5800,33164120.0000,2040770.0000,0
67.7200,33366705.0000,1243918.0000,0,66.3200,33319304.0000,1312765.0000,0,66.8500,33297381.0000,1331957.0000,0,66.2100,33270232.0000,1418393.0000,0,66.0700,33245699.0000,1422876.0000,0,66.0500,33222609.0000,1307280.0000,0
68.8300,33383901.0000,1104134.0000,0,67.7200,33366705.0000,1243918.0000,0,66.3200,33319304.0000,1312765.0000,0,66.8500,33297381.0000,1331957.0000,0,66.2100,33270232.0000,1418393.0000,0,66.0700,33245699.0000,1422876.0000,0
68.8100,33403006.0000,1232840.0000,0,68.8300,33383901.0000,1104134.0000,0,67.7200,33366705.0000,1243918.0000,0,66.3200,33319304.0000,1312765.0000,0,66.8500,33297381.0000,1331957.0000,0,66.2100,33270232.0000,1418393.0000,0
69.6200,33420140.0000,1385123.0000,0,68.8100,33403006.0000,1232840.0000,0,68.8300,33383901.0000,1104134.0000,0,67.7200,33366705.0000,1243918.0000,0,66.3200,33319304.0000,1312765.0000,0,66.8500,33297381.0000,1331957.0000,0
69.2300,33455398.0000,1056822.0000,0,69.6200,33420140.0000,1385123.0000,0,68.8100,33403006.0000,1232840.0000,0,68.8300,33383901.0000,1104134.0000,0,67.7200,33366705.0000,1243918.0000,0,66.3200,33319304.0000,1312765.0000,0
70.0500,33468480.0000,1160997.0000,0,69.2300,33455398.0000,1056822.0000,0,69.6200,33420140.0000,1385123.0000,0,68.8100,33403006.0000,1232840.0000,0,68.8300,33383901.0000,1104134.0000,0,67.7200,33366705.0000,1243918.0000,0
69.9600,33487469.0000,1152477.0000,0,70.0500,33468480.0000,1160997.0000,0,69.2300,33455398.0000,1056822.0000,0,69.6200,33420140.0000,1385123.0000,0,68.8100,33403006.0000,1232840.0000,0,68.8300,33383901.0000,1104134.0000,0
